"","No","year","month","day","hour","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","station","Date"
"29690",29690,2016,7,20,1,103,103,2,41,1200,38,22.7,1002.8,20.6,1.5,"NNE",1,"Aotizhongxin",2016-07-20
"29691",29691,2016,7,20,2,95,95,2,44,1200,24,22.4,1002.3,20.7,0.4,"ENE",1,"Aotizhongxin",2016-07-20
"29692",29692,2016,7,20,3,90,90,2,30,1100,46,21.9,1001.7,20.4,1.3,"NE",1.3,"Aotizhongxin",2016-07-20
"29693",29693,2016,7,20,4,78,78,2,31,1000,56.3533584105554,21.7,1001.7,20.5,2.8,"ENE",1.5,"Aotizhongxin",2016-07-20
"29694",29694,2016,7,20,5,67,67,2,25,700,33,21.4,1001.2,20.4,3.5,"NE",1.8,"Aotizhongxin",2016-07-20
"29695",29695,2016,7,20,6,65,65,2,23,600,55,21.3,1000.9,20.5,3.6,"NE",1.7,"Aotizhongxin",2016-07-20
"29696",29696,2016,7,20,7,58,58,2,30,700,46,21.6,1000.5,20.8,2.2,"NE",2.3,"Aotizhongxin",2016-07-20
"29697",29697,2016,7,20,8,56,56,2,27,700,44,21.9,1000,21.1,5.3,"NE",2.9,"Aotizhongxin",2016-07-20
"29698",29698,2016,7,20,9,53,53,2,23,700,54,21.7,999,20.9,13.8,"ENE",4.7,"Aotizhongxin",2016-07-20
"29699",29699,2016,7,20,10,47,47,2,17,700,63,21.7,998.1,21,23.7,"NE",4.7,"Aotizhongxin",2016-07-20
"29700",29700,2016,7,20,11,36,36,2,17,600,61,21.7,996.7,21,24.1,"NE",5.2,"Aotizhongxin",2016-07-20
"29701",29701,2016,7,20,12,12,12,2,14,500,68,21.7,996,20.9,20.3,"ENE",5.8,"Aotizhongxin",2016-07-20
"29702",29702,2016,7,20,13,17,17,2,13,500,69,21.8,995.4,21.1,17.8,"ENE",5.5,"Aotizhongxin",2016-07-20
"29703",29703,2016,7,20,14,14,14,2,15,500,65,21.8,994.9,21.1,20.2,"ENE",5.4,"Aotizhongxin",2016-07-20
"29704",29704,2016,7,20,15,19,19,2,15,400,63,21.9,994.5,21.2,9,"ENE",5.3,"Aotizhongxin",2016-07-20
"29705",29705,2016,7,20,16,3,5,2,13,400,65,21.9,994.7,21.2,16.4,"ENE",4.1,"Aotizhongxin",2016-07-20
"29706",29706,2016,7,20,17,8,8,2,15,400,64,21.9,994.7,21.2,3.8,"NE",3.9,"Aotizhongxin",2016-07-20
"29707",29707,2016,7,20,18,11,11,2,17,400,60,22,994.2,21.3,17.7,"ENE",4.3,"Aotizhongxin",2016-07-20
"29708",29708,2016,7,20,19,6,6,2,16,400,63,21.9,994.7,21.2,18.3,"NE",4.8,"Aotizhongxin",2016-07-20
"29709",29709,2016,7,20,20,8,8,2,14,400,64,22,995.4,21.3,17.6,"NE",0.9,"Aotizhongxin",2016-07-20
"29710",29710,2016,7,20,21,10,10,2,15,500,62,22,996.2,21.3,7.6,"NNE",1.1,"Aotizhongxin",2016-07-20
"29711",29711,2016,7,20,22,12,12,2,17,500,55,22,996.2,21.3,2.3,"NE",1.6,"Aotizhongxin",2016-07-20
"29712",29712,2016,7,20,23,10,10,2,16,500,54,22,995.9,21.3,2.4,"NE",1.6,"Aotizhongxin",2016-07-20
"29713",29713,2016,7,21,0,10,10,2,15,500,53,22.1,995.8,21.4,0.8,"N",1.4,"Aotizhongxin",2016-07-21
"29714",29714,2016,7,21,1,5,5,2,15,500,51,22.1,995.7,21.4,0.2,"N",1.1,"Aotizhongxin",2016-07-21
"29715",29715,2016,7,21,2,9,9,2,17,500,48,22.2,995.5,21.4,0.6,"N",1.2,"Aotizhongxin",2016-07-21
"29716",29716,2016,7,21,3,7,7,2,16,500,48,22.3,995.5,21.1,0.5,"NNW",1.5,"Aotizhongxin",2016-07-21
"29717",29717,2016,7,21,4,6,6,2,19,500,44,22.3,995.3,21.1,1.4,"NNE",2.1,"Aotizhongxin",2016-07-21
"29718",29718,2016,7,21,5,5,5,2,17,500,45,22.4,995.8,21.4,0,"NNE",1.1,"Aotizhongxin",2016-07-21
"29719",29719,2016,7,21,6,6,7,2,20,600,37,22.5,996.2,21.3,0,"NE",1.3,"Aotizhongxin",2016-07-21
"29720",29720,2016,7,21,7,12,18,2,34,600,17,22.7,996.8,21.7,0,"NE",0.8,"Aotizhongxin",2016-07-21
"29721",29721,2016,7,21,8,15,26,2,34,600,21,23.1,997,21.9,0,"NNE",0.7,"Aotizhongxin",2016-07-21
"29722",29722,2016,7,21,9,11,11,2,29,600,29,23.7,997,22.1,0,"NNE",1.5,"Aotizhongxin",2016-07-21
"29723",29723,2016,7,21,10,12,12,2,27,600,33,24.5,997.2,22.4,0,"NE",1,"Aotizhongxin",2016-07-21
"29724",29724,2016,7,21,11,10,10,2,16,600,44,25.3,997.2,22.6,0,"NNE",1.5,"Aotizhongxin",2016-07-21
"29725",29725,2016,7,21,12,14,35,2,10,600,47,25.5,997.1,23,0.1,"NE",1.3,"Aotizhongxin",2016-07-21
"29726",29726,2016,7,21,13,29,29,2,11,700,49,25.4,997.1,23.3,0,"ENE",1.8,"Aotizhongxin",2016-07-21
"29727",29727,2016,7,21,14,30,43,2,13,700,41,24.7,997.1,23.5,2.3,"NNE",1.7,"Aotizhongxin",2016-07-21
"29728",29728,2016,7,21,15,27,27,2,14,800,41,25.7,997.1,23.4,0.1,"NNE",1.2,"Aotizhongxin",2016-07-21
"29729",29729,2016,7,21,16,36,36,2,12,800,74,25.4,996.9,23.8,0.7,"ENE",1,"Aotizhongxin",2016-07-21
"29730",29730,2016,7,21,17,45,45,2,14,900,75,25.3,996.6,24.3,1.2,"ENE",0.9,"Aotizhongxin",2016-07-21
"29731",29731,2016,7,21,18,55,55,2,19,900,69,25.3,996.6,23.9,0,"ENE",1.2,"Aotizhongxin",2016-07-21
"29732",29732,2016,7,21,19,49,49,2,20,900,61,25.1,996.5,24.1,0,"E",0.8,"Aotizhongxin",2016-07-21
"29733",29733,2016,7,21,20,48,48,2,24,1000,54,24.9,996.6,23.9,0,"SE",0.4,"Aotizhongxin",2016-07-21
"29734",29734,2016,7,21,21,55,55,2,33,1100,24,24.6,997.2,23.7,0,"ENE",1.1,"Aotizhongxin",2016-07-21
"29735",29735,2016,7,21,22,60,60,2,33,1100,18,24.3,997.5,23.6,0,"N",0.3,"Aotizhongxin",2016-07-21
"29736",29736,2016,7,21,23,65,65,2,34,1200,9,24.4,997.3,23.7,0,"ENE",0.7,"Aotizhongxin",2016-07-21
"29737",29737,2016,7,22,0,78,78,2,33,1000,13,24.5,997.2,23.8,0,"ENE",0.9,"Aotizhongxin",2016-07-22
"29738",29738,2016,7,22,1,84,84,2,35,1000,4,24.4,997.2,23.7,0,"E",0.9,"Aotizhongxin",2016-07-22
"29739",29739,2016,7,22,2,93,93,2,34,1000,2,24.4,997.1,23.9,0,"ENE",1.1,"Aotizhongxin",2016-07-22
"29740",29740,2016,7,22,3,92,92,2,33,1100,2,24.2,996.9,23.7,0,"NE",0.3,"Aotizhongxin",2016-07-22
"29741",29741,2016,7,22,4,93,93,2,32,1100,56.3533584105554,24.1,996.5,23.6,0,"E",0.8,"Aotizhongxin",2016-07-22
"29742",29742,2016,7,22,5,88,88,2,26,1000,2,24.2,996.8,23.7,0,"SE",0.7,"Aotizhongxin",2016-07-22
"29743",29743,2016,7,22,6,93,93,2,25,1000,2,24.3,997.3,23.8,0,"W",1,"Aotizhongxin",2016-07-22
"29744",29744,2016,7,22,7,95,95,2,27,1100,4,24.5,997.7,23.8,0,"SE",0.2,"Aotizhongxin",2016-07-22
"29745",29745,2016,7,22,8,105,105,2,21,1000,32,25.6,997.7,24,0,"SW",0.5,"Aotizhongxin",2016-07-22
"29746",29746,2016,7,22,9,101,101,2,25,1100,40,27.2,997.5,23.9,0,"SE",0.9,"Aotizhongxin",2016-07-22
"29747",29747,2016,7,22,10,103,103,2,21,1100,75,28.9,997.2,23.6,0,"E",1.2,"Aotizhongxin",2016-07-22
"29748",29748,2016,7,22,11,87,87,2,20,1000,107,29.3,997.1,24,0,"ESE",1.5,"Aotizhongxin",2016-07-22
"29749",29749,2016,7,22,12,97,97,2,20,1000,135,29.9,996.9,23.8,0,"ESE",1.5,"Aotizhongxin",2016-07-22
"29750",29750,2016,7,22,13,96,96,2,20,1000,144,29.5,996.6,23.7,0,"S",1.3,"Aotizhongxin",2016-07-22
"29751",29751,2016,7,22,14,97,97,2,20,1100,194,29.8,996.3,23.7,0,"S",1.6,"Aotizhongxin",2016-07-22
"29752",29752,2016,7,22,15,80,80,2,12,800,183,30.8,996.1,22.7,0,"SSW",2.4,"Aotizhongxin",2016-07-22
"29753",29753,2016,7,22,16,65,65,2,12,800,176,30.6,995.9,23.5,0,"SSW",2.2,"Aotizhongxin",2016-07-22
"29754",29754,2016,7,22,17,49,49,2,11,800,172,30.6,995.5,24,0,"SSW",1.7,"Aotizhongxin",2016-07-22
"29755",29755,2016,7,22,18,49,49,2,12,800,151,30,995.5,23.9,0,"S",1.9,"Aotizhongxin",2016-07-22
"29756",29756,2016,7,22,19,51,51,2,13,800,133,29.6,995.7,23.8,0,"SSW",1.9,"Aotizhongxin",2016-07-22
"29757",29757,2016,7,22,20,52,52,2,12,800,124,29.3,996.3,23.7,0,"SSW",2.2,"Aotizhongxin",2016-07-22
"29758",29758,2016,7,22,21,66,66,2,13,900,121,28.9,996.8,23.8,0,"SW",2,"Aotizhongxin",2016-07-22
"29759",29759,2016,7,22,22,97,97,2,16,1000,111,28.5,997.1,24.1,0,"S",1.1,"Aotizhongxin",2016-07-22
"29760",29760,2016,7,22,23,116,116,2,21,1000,95,28.2,997,24.2,0,"SSE",1,"Aotizhongxin",2016-07-22
"29761",29761,2016,7,23,0,129,129,2,24,900,79,27.7,997.1,24.3,0,"SSW",0.9,"Aotizhongxin",2016-07-23
"29762",29762,2016,7,23,1,139,139,2,20,900,88,26.9,996.6,24.6,0,"E",0.8,"Aotizhongxin",2016-07-23
"29763",29763,2016,7,23,2,138,138,2,25,900,66,26.6,996.3,24.8,0,"NE",0.4,"Aotizhongxin",2016-07-23
"29764",29764,2016,7,23,3,136,136,2,25,900,55,26.4,996.2,24.6,0,"E",0.9,"Aotizhongxin",2016-07-23
"29765",29765,2016,7,23,4,135,135,2,24,900,40,26.1,996.3,24.9,0,"E",0.2,"Aotizhongxin",2016-07-23
"29766",29766,2016,7,23,5,128,128,2,38,1000,8,25.9,996.8,24.9,0,"E",0.5,"Aotizhongxin",2016-07-23
"29767",29767,2016,7,23,6,121,121,2,45,1100,2,26.2,997.3,25.2,0,"E",0.5,"Aotizhongxin",2016-07-23
"29768",29768,2016,7,23,7,124,124,2,48,1100,2,26.7,997.6,25.5,0,"E",0.5,"Aotizhongxin",2016-07-23
"29769",29769,2016,7,23,8,123,123,2,45,1200,3,27.4,997.4,25.2,0,"NE",1,"Aotizhongxin",2016-07-23
"29770",29770,2016,7,23,9,134,134,2,46,1300,9,27.9,997.5,25.5,0,"NNE",1.1,"Aotizhongxin",2016-07-23
"29771",29771,2016,7,23,10,147,147,2,35,1200,55,30.1,997.2,25.8,0,"ESE",1.3,"Aotizhongxin",2016-07-23
"29772",29772,2016,7,23,11,157,157,2,33,1100,110,30.9,996.9,25.3,0,"ESE",2,"Aotizhongxin",2016-07-23
"29773",29773,2016,7,23,12,152,152,2,32,1100,153,31.7,996.8,25.6,0,"SSE",1.9,"Aotizhongxin",2016-07-23
"29774",29774,2016,7,23,13,151,151,2,22,1200,215,32.1,996.7,26.4,0,"ESE",1.8,"Aotizhongxin",2016-07-23
"29775",29775,2016,7,23,14,155,155,2,18,1200,229,32.7,996.1,26.5,0,"ENE",1.8,"Aotizhongxin",2016-07-23
"29776",29776,2016,7,23,15,167,167,2,15,1300,236,31.9,995.9,27.1,0,"E",2.5,"Aotizhongxin",2016-07-23
"29777",29777,2016,7,23,16,177,177,2,15,1400,196,32.8,995.5,26.8,0,"S",2.3,"Aotizhongxin",2016-07-23
"29778",29778,2016,7,23,17,157,157,2,15,1200,186,31.9,995.6,26.9,0,"ESE",2.9,"Aotizhongxin",2016-07-23
"29779",29779,2016,7,23,18,163,163,2,19,1400,188,31.8,995.8,27.3,0,"ESE",2.5,"Aotizhongxin",2016-07-23
"29780",29780,2016,7,23,19,172,172,2,20,1400,192,31,996.7,27.1,0,"ESE",2.2,"Aotizhongxin",2016-07-23
"29781",29781,2016,7,23,20,199,199,2,24,1500,186,30.3,997.4,26.9,0,"ESE",1,"Aotizhongxin",2016-07-23
"29782",29782,2016,7,23,21,93,93,2,20,900,145,25.9,1000.6,23.4,3.2,"NW",3.9,"Aotizhongxin",2016-07-23
"29783",29783,2016,7,23,22,36,36,2,22,600,112,25,998.9,23.1,15.3,"ENE",0.8,"Aotizhongxin",2016-07-23
"29784",29784,2016,7,23,23,37,37,2,32,800,68,24.8,999.1,23.4,0,"N",1.3,"Aotizhongxin",2016-07-23
"29785",29785,2016,7,24,0,39,39,2,31,800,58,24.6,999.3,23,0,"NNW",1.1,"Aotizhongxin",2016-07-24
"29786",29786,2016,7,24,1,42,42,2,34,700,37,24.3,999.2,23.1,0,"SW",1,"Aotizhongxin",2016-07-24
"29787",29787,2016,7,24,2,45,45,3,29,600,36,24.3,998.7,23.4,0,"S",0.6,"Aotizhongxin",2016-07-24
"29788",29788,2016,7,24,3,44,44,2,33,700,29,24.5,998.8,22.9,0,"NE",0.8,"Aotizhongxin",2016-07-24
"29789",29789,2016,7,24,4,39,39,2,47,700,56.3533584105554,24.6,999.3,23,0,"NE",1.1,"Aotizhongxin",2016-07-24
"29790",29790,2016,7,24,5,37,37,2,31,600,28,24.7,999.7,23.5,0,"E",0.8,"Aotizhongxin",2016-07-24
"29791",29791,2016,7,24,6,37,37,2,36,600,21,25,999.6,23.4,0,"SE",0.6,"Aotizhongxin",2016-07-24
"29792",29792,2016,7,24,7,45,45,2,35,600,19,25.4,1000.4,23.3,0,"NNE",1.2,"Aotizhongxin",2016-07-24
"29793",29793,2016,7,24,8,44,48,2,27,700,27,25.8,1000.9,23.8,0,"NE",1.2,"Aotizhongxin",2016-07-24
"29794",29794,2016,7,24,9,46,46,2,28,700,45,28,1000.9,24,0,"E",1,"Aotizhongxin",2016-07-24
"29795",29795,2016,7,24,10,47,52,2,22,700,78,29.2,1000.8,24.3,0,"NE",1.4,"Aotizhongxin",2016-07-24
"29796",29796,2016,7,24,11,68,77,2,17,700,118,30.4,1000.6,24.3,0,"SW",0.9,"Aotizhongxin",2016-07-24
"29797",29797,2016,7,24,12,74,81,2,19,800,159,31.6,1000.6,24.7,0,"ENE",1.7,"Aotizhongxin",2016-07-24
"29798",29798,2016,7,24,13,80,82,2,15,800,191,32.4,1000.2,25.5,0,"NNE",1.7,"Aotizhongxin",2016-07-24
"29799",29799,2016,7,24,14,95,106,2,15,900,231,33.2,999.5,25.5,0,"ENE",2.1,"Aotizhongxin",2016-07-24
"29800",29800,2016,7,24,15,106,106,2,17,900,262,33.3,998.7,26.1,0,"ENE",2.2,"Aotizhongxin",2016-07-24
"29801",29801,2016,7,24,16,116,116,2,18,900,289,33.3,999.3,26.8,0,"E",2.5,"Aotizhongxin",2016-07-24
"29802",29802,2016,7,24,17,131,131,2,20,1000,253,33.3,999.9,26.8,0,"SSE",2.3,"Aotizhongxin",2016-07-24
"29803",29803,2016,7,24,18,125,125,2,18,1000,176,32.3,999.1,27.3,0,"SE",2.6,"Aotizhongxin",2016-07-24
"29804",29804,2016,7,24,19,129,129,2,22,1100,145,31,1000.4,23.9,0,"SSW",1.9,"Aotizhongxin",2016-07-24
"29805",29805,2016,7,24,20,66,66,2,38,1000,89,29.4,1000.3,24.7,0.1,"SSW",1.3,"Aotizhongxin",2016-07-24
"29806",29806,2016,7,24,21,73,73,2,41,1100,57,28.9,1001,25.3,0.1,"S",1.1,"Aotizhongxin",2016-07-24
"29807",29807,2016,7,24,22,82,82,2,44,1000,43,28,1001.4,25.6,0,"ESE",0.6,"Aotizhongxin",2016-07-24
"29808",29808,2016,7,24,23,73,73,2,38,900,47,27.6,1000.9,24.8,0,"ESE",0.9,"Aotizhongxin",2016-07-24
"29809",29809,2016,7,25,0,55,55,2,39,800,48,27.4,999.8,24.7,0.1,"ENE",1.5,"Aotizhongxin",2016-07-25
"29810",29810,2016,7,25,1,65,65,2,53,1000,19,27.3,1000.1,24.9,0,"ENE",0.7,"Aotizhongxin",2016-07-25
"29811",29811,2016,7,25,2,51,51,2,35,1000,46,26.9,999.5,24.4,0,"ENE",1,"Aotizhongxin",2016-07-25
"29812",29812,2016,7,25,3,51,51,2,30,900,45,26.2,1000.1,24.6,2.6,"SW",1.2,"Aotizhongxin",2016-07-25
"29813",29813,2016,7,25,4,48,48,2,18,800,47,25.3,998.8,24.4,2.3,"NE",0.9,"Aotizhongxin",2016-07-25
"29814",29814,2016,7,25,5,55,55,2,29,900,25,25.4,998.6,24.7,0.6,"ENE",1.5,"Aotizhongxin",2016-07-25
"29815",29815,2016,7,25,6,59,59,2,25,900,23,25.2,998.7,24.5,1.5,"E",1.5,"Aotizhongxin",2016-07-25
"29816",29816,2016,7,25,7,60,60,2,23,1000,27,25.5,998.8,24.8,0.1,"ESE",1.2,"Aotizhongxin",2016-07-25
"29817",29817,2016,7,25,8,54,54,2,23,900,33,25.8,998.4,24.8,0,"E",1.3,"Aotizhongxin",2016-07-25
"29818",29818,2016,7,25,9,43,43,2,26,900,31,25.9,998.3,24.5,0,"SSE",1.1,"Aotizhongxin",2016-07-25
"29819",29819,2016,7,25,10,46,450,2,30,900,33,27.2,998.3,24.7,0,"SE",1,"Aotizhongxin",2016-07-25
"29820",29820,2016,7,25,11,41,41,2,30,900,44,28,997.8,24.8,0,"E",0.9,"Aotizhongxin",2016-07-25
"29821",29821,2016,7,25,12,43,43,2,28,700,76,28.6,997.5,25.4,0,"E",1.9,"Aotizhongxin",2016-07-25
"29822",29822,2016,7,25,13,49,49,2,32,800,76,29.1,997.2,25.1,0,"ENE",1.4,"Aotizhongxin",2016-07-25
"29823",29823,2016,7,25,14,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,31,996.7,25.4,0,"NW",1.6,"Aotizhongxin",2016-07-25
"29824",29824,2016,7,25,15,29,108,2,2,700,182,31.9,996.1,25.3,0,"NNW",1.6,"Aotizhongxin",2016-07-25
"29825",29825,2016,7,25,16,46,58,2,5,700,184,31.7,996.1,25.3,0,"NE",1.7,"Aotizhongxin",2016-07-25
"29826",29826,2016,7,25,17,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,32,996.3,23.5,0,"NW",1.1,"Aotizhongxin",2016-07-25
"29827",29827,2016,7,25,18,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,31.5,996.5,23.9,0,"WNW",1.9,"Aotizhongxin",2016-07-25
"29828",29828,2016,7,25,19,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,30.8,997.1,24.5,0,"NE",1.5,"Aotizhongxin",2016-07-25
"29829",29829,2016,7,25,20,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,29.6,997.1,25.4,0,"NE",0.9,"Aotizhongxin",2016-07-25
"29830",29830,2016,7,25,21,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,29,998.2,25.6,0,"ENE",1.7,"Aotizhongxin",2016-07-25
"29831",29831,2016,7,25,22,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,28.6,998.5,23.7,0,"NE",2,"Aotizhongxin",2016-07-25
"29832",29832,2016,7,25,23,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,28.3,999,20.1,0,"NNE",2.4,"Aotizhongxin",2016-07-25
"29833",29833,2016,7,26,0,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,27.3,999.5,18.6,0,"NE",1.8,"Aotizhongxin",2016-07-26
"29834",29834,2016,7,26,1,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,26.5,999.7,18.1,0,"ENE",2,"Aotizhongxin",2016-07-26
"29835",29835,2016,7,26,2,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,25.8,999.5,18.2,0,"ENE",1.4,"Aotizhongxin",2016-07-26
"29836",29836,2016,7,26,3,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,24.1,999.9,19.6,0,"E",0.9,"Aotizhongxin",2016-07-26
"29837",29837,2016,7,26,4,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,23.3,1000.4,18.6,0,"ESE",0.3,"Aotizhongxin",2016-07-26
"29838",29838,2016,7,26,5,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,22.3,1000.7,19.8,0,"NE",0,"Aotizhongxin",2016-07-26
"29839",29839,2016,7,26,6,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,23.3,1001,20.2,0,"ENE",0.9,"Aotizhongxin",2016-07-26
"29840",29840,2016,7,26,7,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,26.7,1001.2,18.8,0,"SE",0.6,"Aotizhongxin",2016-07-26
"29841",29841,2016,7,26,8,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,28,1001.2,18.7,0,"NE",1,"Aotizhongxin",2016-07-26
"29842",29842,2016,7,26,9,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,28.7,1001.1,19.3,0,"E",1.2,"Aotizhongxin",2016-07-26
"29843",29843,2016,7,26,10,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,29.5,1000.7,19.2,0,"NNE",1.1,"Aotizhongxin",2016-07-26
"29844",29844,2016,7,26,11,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,30.5,1000.1,19.5,0,"WSW",1.4,"Aotizhongxin",2016-07-26
"29845",29845,2016,7,26,12,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,31.5,999.7,17.8,0,"NW",1.2,"Aotizhongxin",2016-07-26
"29846",29846,2016,7,26,13,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,32.9,999.1,16.7,0,"NE",2.4,"Aotizhongxin",2016-07-26
"29847",29847,2016,7,26,14,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,33.6,998.7,17.7,0,"NE",2.4,"Aotizhongxin",2016-07-26
"29848",29848,2016,7,26,15,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,33.4,998.3,18.7,0,"ENE",2.9,"Aotizhongxin",2016-07-26
"29849",29849,2016,7,26,16,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,34.1,998.3,17.3,0,"NE",2.3,"Aotizhongxin",2016-07-26
"29850",29850,2016,7,26,17,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,34.2,998.1,15.6,0,"NE",1.5,"Aotizhongxin",2016-07-26
"29851",29851,2016,7,26,18,18,18,2,17,200,128,33.4,998.3,15.9,0,"E",1.8,"Aotizhongxin",2016-07-26
"29852",29852,2016,7,26,19,29,75,2,31,300,165,31.4,998.4,23,0,"SSW",2.2,"Aotizhongxin",2016-07-26
"29853",29853,2016,7,26,20,35,75,2,32,400,173,30.5,998.4,23.4,0,"SSW",1.7,"Aotizhongxin",2016-07-26
"29854",29854,2016,7,26,21,31,58,2,30,400,149,29.9,999,23.8,0,"SW",1.4,"Aotizhongxin",2016-07-26
"29855",29855,2016,7,26,22,31,51,2,31,400,120,29.5,999,23.7,0,"WSW",2.2,"Aotizhongxin",2016-07-26
"29856",29856,2016,7,26,23,31,50,2,40,400,91,29.4,999,23.6,0,"WSW",2.2,"Aotizhongxin",2016-07-26
"29857",29857,2016,7,27,0,29,53,2,46,500,65,28.9,999,23.8,0,"WSW",1.5,"Aotizhongxin",2016-07-27
"29858",29858,2016,7,27,1,40,50,2,49,500,50,28,998.9,23.6,0,"WSW",1.1,"Aotizhongxin",2016-07-27
"29859",29859,2016,7,27,2,31,34,2,59.3058331864524,400,4,26.8,998.6,23.7,0,"SW",0.9,"Aotizhongxin",2016-07-27
"29860",29860,2016,7,27,3,45,68,2,77,700,5,25.4,998.5,23.1,0,"E",1,"Aotizhongxin",2016-07-27
"29861",29861,2016,7,27,4,74,74,2,73,700,56.3533584105554,24.8,998.1,23,0,"NE",0.6,"Aotizhongxin",2016-07-27
"29862",29862,2016,7,27,5,54,54,2,61,700,7,24.8,998.1,22.7,0,"NE",1,"Aotizhongxin",2016-07-27
"29863",29863,2016,7,27,6,37,37,2,47,600,24,24.4,998.6,22.3,0,"ENE",0.7,"Aotizhongxin",2016-07-27
"29864",29864,2016,7,27,7,33,35,2,46,800,32,26,998.7,21.9,0,"ENE",1.4,"Aotizhongxin",2016-07-27
"29865",29865,2016,7,27,8,31,35,2,36,1500,56,26.1,998.6,21.7,0,"ENE",1.2,"Aotizhongxin",2016-07-27
"29866",29866,2016,7,27,9,38,47,2,38,800,78,28.6,998.4,22.6,0,"NNE",1.4,"Aotizhongxin",2016-07-27
"29867",29867,2016,7,27,10,40,48,2,33,1200,121,30.4,998.2,22.3,0,"E",1.5,"Aotizhongxin",2016-07-27
"29868",29868,2016,7,27,11,39,42,2,29,600,154,31.8,998,21.9,0,"NE",1.5,"Aotizhongxin",2016-07-27
"29869",29869,2016,7,27,12,38,44,2,30,700,190,32.7,997.5,22.8,0,"E",1.4,"Aotizhongxin",2016-07-27
"29870",29870,2016,7,27,13,45,48,2,31,700,241,34.2,996.8,21.6,0,"E",1.7,"Aotizhongxin",2016-07-27
"29871",29871,2016,7,27,14,65,80,2,40,900,325,34.7,996.1,24,0,"SSE",2,"Aotizhongxin",2016-07-27
"29872",29872,2016,7,27,15,81,92,2,34,800,307,34.8,995.5,23.5,0,"S",3,"Aotizhongxin",2016-07-27
"29873",29873,2016,7,27,16,48,58,2,26,700,233,35.1,995.4,24.1,0,"SSW",2.2,"Aotizhongxin",2016-07-27
"29874",29874,2016,7,27,17,47,71,2,38,800,214,34.6,995.3,25.4,0,"S",2.1,"Aotizhongxin",2016-07-27
"29875",29875,2016,7,27,18,73,116,3,116,900,138,33.7,995.2,25.9,0,"S",2.5,"Aotizhongxin",2016-07-27
"29876",29876,2016,7,27,19,106,133,2,70,1000,203,32.8,995.8,25.6,0,"S",1.6,"Aotizhongxin",2016-07-27
"29877",29877,2016,7,27,20,84,91,2,33,600,178,23.5,999,21.6,2.9,"NW",6.3,"Aotizhongxin",2016-07-27
"29878",29878,2016,7,27,21,23,23,2,42,500,125,23.6,999.5,21.5,3.8,"NW",1.4,"Aotizhongxin",2016-07-27
"29879",29879,2016,7,27,22,19,19,2,65,600,76,23.7,997.6,21.6,1.3,"SSE",1.7,"Aotizhongxin",2016-07-27
"29880",29880,2016,7,27,23,7,18,2,58,700,69,23.9,998.3,21.8,0,"W",2.1,"Aotizhongxin",2016-07-27
"29881",29881,2016,7,28,0,17,17,2,51,600,69,24.1,997.9,20.4,0,"WNW",1.9,"Aotizhongxin",2016-07-28
